codigo,disciplina,turma,horario,local,docente,tipo_componente,modalidade_educacao,unidade_responsavel,codigo_componente,nome_componente,pre_requisitos,co_requisitos,equivalencias,excluir_avaliacao,matriculavel_online,horario_flexivel,permite_multiplas_aprovacoes,quantidade_avaliacoes,ementa,carga_horaria_total
01,FGA0163 - INTRODUÇÃO À ENGENHARIA,PATRICIA REGINA SOBRAL BRAGA (30h),"4T23
											


		

											Quarta-feira 14:00 às 15:50",,140,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,INTRODUÇÃO À ENGENHARIA,-,-,FGA0162 (INTRODUÇÃO À ENGENHARIA),Não,Sim,Não,Não,1,A estrutura da Universidade de Brasília. A estrutura do Curso de Engenharia. Técnicas de administração de tempo. Técnicas de estudo. Noções de Engenharia Automotiva. Noções de Engenharia Eletrônica. Noções de Engenharia de Energia. Noções de Engenharia de Software. Noções de Engenharia Aeroespacial,Não informado
02,FGA0163 - INTRODUÇÃO À ENGENHARIA,RUDI HENRI VAN ELS (30h),"2M12
											


		

											Segunda-feira 08:00 às 09:50",,140,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,INTRODUÇÃO À ENGENHARIA,-,-,FGA0162 (INTRODUÇÃO À ENGENHARIA),Não,Sim,Não,Não,1,A estrutura da Universidade de Brasília. A estrutura do Curso de Engenharia. Técnicas de administração de tempo. Técnicas de estudo. Noções de Engenharia Automotiva. Noções de Engenharia Eletrônica. Noções de Engenharia de Energia. Noções de Engenharia de Software. Noções de Engenharia Aeroespacial,Não informado
03,FGA0163 - INTRODUÇÃO À ENGENHARIA,RICARDO RAMOS FRAGELLI (30h),"2T23
											


		

											Segunda-feira 14:00 às 15:50",,140,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,INTRODUÇÃO À ENGENHARIA,-,-,FGA0162 (INTRODUÇÃO À ENGENHARIA),Não,Sim,Não,Não,1,A estrutura da Universidade de Brasília. A estrutura do Curso de Engenharia. Técnicas de administração de tempo. Técnicas de estudo. Noções de Engenharia Automotiva. Noções de Engenharia Eletrônica. Noções de Engenharia de Energia. Noções de Engenharia de Software. Noções de Engenharia Aeroespacial,Não informado
01,FGA0164 - HUMANIDADES E CIDADANIA,SANDRA MARIA FALEIROS LIMA (60h),"46T23
											


		

											Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,60,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,HUMANIDADES E CIDADANIA,-,-,Nenhuma,Não,Sim,Não,Não,1,"Apresentar os conceitos de humanidades, ciências sociais e cidadania para fomentar a visão crítica e consciência das questões humanísticas, sociais, políticas, econômicas, éticas, e ambientais envolvidas na ação profissional do engenheiro.",Não informado
02,FGA0164 - HUMANIDADES E CIDADANIA,SANDRA MARIA FALEIROS LIMA (60h),"46M5  46T1
											


		

											Quarta-feira 12:00 às 13:50Sexta-feira 12:00 às 13:50",,100,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,HUMANIDADES E CIDADANIA,-,-,Nenhuma,Não,Sim,Não,Não,1,"Apresentar os conceitos de humanidades, ciências sociais e cidadania para fomentar a visão crítica e consciência das questões humanísticas, sociais, políticas, econômicas, éticas, e ambientais envolvidas na ação profissional do engenheiro.",Não informado
03,FGA0164 - HUMANIDADES E CIDADANIA,VANESSA MARIA DE CASTRO (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,100,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,HUMANIDADES E CIDADANIA,-,-,Nenhuma,Não,Sim,Não,Não,1,"Apresentar os conceitos de humanidades, ciências sociais e cidadania para fomentar a visão crítica e consciência das questões humanísticas, sociais, políticas, econômicas, éticas, e ambientais envolvidas na ação profissional do engenheiro.",Não informado
04,FGA0164 - HUMANIDADES E CIDADANIA,VANESSA MARIA DE CASTRO (60h),"35T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50",,100,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,HUMANIDADES E CIDADANIA,-,-,Nenhuma,Não,Sim,Não,Não,1,"Apresentar os conceitos de humanidades, ciências sociais e cidadania para fomentar a visão crítica e consciência das questões humanísticas, sociais, políticas, econômicas, éticas, e ambientais envolvidas na ação profissional do engenheiro.",Não informado
01,FGA0166 - ELEMENTOS E MÉTODOS EM ELETRÔNICA,FABIANO ARAUJO SOARES (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,60,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,ELEMENTOS E MÉTODOS EM ELETRÔNICA,-,-,Nenhuma,Não,Sim,Não,Não,1,"Esta disciplina visa preparar o aluno para as futuras matérias profissionalizante do curso, em consonância com o desenvolvimento das competências necessárias às atividades técnicas rotineiras de um engenheiro eletrônico. - Desenho e interpretação de diagramas esquemáticos- Noções de topologias de circuitos- Aspectos práticos da conversão A/D- Apresentação dos tipos de interface e comunicação de dados- Princípio de Layout de placas- Introdução a microcontroladores de DSPs",Não informado
01,FGA0167 - SISTEMAS AUTOMOTIVOS,SALEH BARBOSA KHALIL (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,49,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,SISTEMAS AUTOMOTIVOS,-,-,Nenhuma,Não,Sim,Não,Não,1,1-Conceitos básicos dos sistemas que compõem o veículo 2- Chassi e carroceria 3-Sistema de suspensão 4- Sistema de controle de estabilidade de veículos 5-Sistema de freio 6-Sistema de controle de tração 7- Sistema de potência 8- Sistemas de injeção eletrônica 9- Sistema de transmissão.,Não informado
01,FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,EUCLIDES DELGADO MARQUES SANT ANNA (90h),"246M12
											


		

											Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,75,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0168,DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,-,-,Nenhuma,Não,Sim,Não,Não,1,"Desenvolvimento de produto QFD 2- Introdução ao CAD 3- Normatização em desenho técnico 4- Modelagem básica - edição, alteração, configuração, montagem e manipulação de bibliotecas 5- Projeções ortogonais 6- Vistas em corte e auxiliares 7- Desenho perspectiva 8- Cotagem e escalas 9- Transformações, translações, rotação e reflexão 10- Integração de sistemas (CAD/CAE/CAM).",Não informado
02,FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,SALEH BARBOSA KHALIL (90h),"235M34
											


		

											Segunda-feira 10:00 às 11:50Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,75,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0168,DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,-,-,Nenhuma,Não,Sim,Não,Não,1,"Desenvolvimento de produto QFD 2- Introdução ao CAD 3- Normatização em desenho técnico 4- Modelagem básica - edição, alteração, configuração, montagem e manipulação de bibliotecas 5- Projeções ortogonais 6- Vistas em corte e auxiliares 7- Desenho perspectiva 8- Cotagem e escalas 9- Transformações, translações, rotação e reflexão 10- Integração de sistemas (CAD/CAE/CAM).",Não informado
04,FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,MATEUS RODRIGUES MIRANDA (90h),"356T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50Sexta-feira 16:00 às 17:50",,75,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0168,DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,-,-,Nenhuma,Não,Sim,Não,Não,1,"Desenvolvimento de produto QFD 2- Introdução ao CAD 3- Normatização em desenho técnico 4- Modelagem básica - edição, alteração, configuração, montagem e manipulação de bibliotecas 5- Projeções ortogonais 6- Vistas em corte e auxiliares 7- Desenho perspectiva 8- Cotagem e escalas 9- Transformações, translações, rotação e reflexão 10- Integração de sistemas (CAD/CAE/CAM).",Não informado
05,FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,ENEIDA GONZALEZ VALDES (90h),"246M12
											


		

											Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,75,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0168,DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,-,-,Nenhuma,Não,Sim,Não,Não,1,"Desenvolvimento de produto QFD 2- Introdução ao CAD 3- Normatização em desenho técnico 4- Modelagem básica - edição, alteração, configuração, montagem e manipulação de bibliotecas 5- Projeções ortogonais 6- Vistas em corte e auxiliares 7- Desenho perspectiva 8- Cotagem e escalas 9- Transformações, translações, rotação e reflexão 10- Integração de sistemas (CAD/CAE/CAM).",Não informado
06,FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,"HIMILSYS HERNANDEZ GONZALEZ (60h)
										
										
										EUCLIDES DELGADO MARQUES SANT ANNA (30h)","235M34
											


		

											Segunda-feira 10:00 às 11:50Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,75,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0168,DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,-,-,Nenhuma,Não,Sim,Não,Não,1,"Desenvolvimento de produto QFD 2- Introdução ao CAD 3- Normatização em desenho técnico 4- Modelagem básica - edição, alteração, configuração, montagem e manipulação de bibliotecas 5- Projeções ortogonais 6- Vistas em corte e auxiliares 7- Desenho perspectiva 8- Cotagem e escalas 9- Transformações, translações, rotação e reflexão 10- Integração de sistemas (CAD/CAE/CAM).",Não informado
01,FGA0169 - FONTES DE ENERGIA E TECNOLOGIAS DE CONVERSÃO,AUGUSTO CESAR DE MENDONCA BRASIL (60h),"46M12
											


		

											Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,60,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0169,FONTES DE ENERGIA E TECNOLOGIAS DE CONVERSÃO,-,-,Nenhuma,Não,Sim,Não,Não,1,"-Fundamentos teóricos: conversão de energia, calor e trabalho, leis da Termodinâmica- Principais fontes e tecnologias de transformação de energia: solar, combustíveis, fósseis, fotovoltaica, eólica, hídricas, biomassa, geotérmica, nuclear - A questão das fontes energéticas no Brasil.",Não informado
01,FGA0170 - FUNDAMENTOS DE SISTEMAS OPERACIONAIS,DANIEL SUNDFELD LIMA (60h),"24M5  24T1
											


		

											Segunda-feira 12:00 às 13:50Quarta-feira 12:00 às 13:50",,130,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0170,FUNDAMENTOS DE SISTEMAS OPERACIONAIS,( ( FGA0182 ) OU ( FGA0096 ) OU ( FGA0142 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Princípios e características dos sistemas operacionaisGerencia de processos e threads, gerencia de memóriaGerencia de dispositivos de entrada e saídaSistemas de arquivosSegurança e proteção Virtualização.",Não informado
01,FGA0173 - INTERAÇÃO HUMANO COMPUTADOR,"ANDRE BARROS DE SALES (45h)
										
										
										EDUARDO GABRIEL QUEIROZ PALMEIRA (15h)","35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,INTERAÇÃO HUMANO COMPUTADOR,( ( FGA0138 OU FGA0312 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Fatores Humanos em Software Interativo: Teoria, Princípios e Regras Básicas. Estilos Interativos. Linguagens de Comandos. Manipulação Direta. Dispositivos de Interação. Padrões para Interface. Usabilidade: Definição e Métodos para Avaliação. A Natureza da Iteração com o Usuário e Ambientes Virtuais.",Não informado
02,FGA0173 - INTERAÇÃO HUMANO COMPUTADOR,REJANE MARIA DA COSTA FIGUEIREDO (60h),"35T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50",,49,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,INTERAÇÃO HUMANO COMPUTADOR,( ( FGA0138 OU FGA0312 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Fatores Humanos em Software Interativo: Teoria, Princípios e Regras Básicas. Estilos Interativos. Linguagens de Comandos. Manipulação Direta. Dispositivos de Interação. Padrões para Interface. Usabilidade: Definição e Métodos para Avaliação. A Natureza da Iteração com o Usuário e Ambientes Virtuais.",Não informado
04,FGA0173 - INTERAÇÃO HUMANO COMPUTADOR,SERGIO ANTONIO ANDRADE DE FREITAS (60h),"24M34
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50",,60,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,INTERAÇÃO HUMANO COMPUTADOR,( ( FGA0138 OU FGA0312 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Fatores Humanos em Software Interativo: Teoria, Princípios e Regras Básicas. Estilos Interativos. Linguagens de Comandos. Manipulação Direta. Dispositivos de Interação. Padrões para Interface. Usabilidade: Definição e Métodos para Avaliação. A Natureza da Iteração com o Usuário e Ambientes Virtuais.",Não informado
01,FGA0174 - DESENVOLVIMENTO SUSTENTÁVEL,JOSIANE DO SOCORRO AGUIAR DE SOUZA DE OLIVEIRA CAMPOS (60h),"24M34
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50",,30,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0174,DESENVOLVIMENTO SUSTENTÁVEL,-,-,Nenhuma,Não,Sim,Não,Não,1,A evolução da discussão dos problemas ambientais e suas repercussões na formação política brasileira. Introdução ao Conceito Desenvolvimento Sustentável.  Sistemas de indicadores de Sustentabilidade. Conflitos Socioambientais.,Não informado
01,FGA0175 - ENGENHARIA DE PETRÓLEO E GÁS,FELIPE CHAGAS STORTI (60h),"35T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0175,ENGENHARIA DE PETRÓLEO E GÁS,( ENM0080 ),-,Nenhuma,Não,Sim,Não,Não,1,1.	O petróleo2.	Noções de Engenharia de Petróleo3.	Prospecção de Petróleo4.	Perfuração5.	Avaliação de Formações6.	Completação7.	Reservatórios8.	Elevação9.	Processamento primário de fluidos10.	Refino do petróleo,Não informado
01,FGA0179 - MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA,MAURA ANGELICA MILFONT SHZU (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,60,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA,( ( FGA0154 ) ),-,FGA0178 (ELASTICIDADE E PLASTICIDADE APLICADA),Não,Sim,Não,Não,1,1-	Análise de Tensões 2-	Teoria da elasticidade 3-	Critérios de falha 4-	Deflexão de vigas,Não informado
01,FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA,RODRIGO ARBEY MUNOZ MENESES (60h),"35M12
											


		

											Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50",,15,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,MÉTODOS EXPERIMENTAIS PARA ENGENHARIA,( ( IFD0173 ) ),-,Nenhuma,Não,Sim,Não,Não,1,1. Introdução 2. Unidade de medida e o sistema internacional de medidas 3. Erro de medição 4. Sistemas de medição  5. Calibração de sistemas de medição. 6.	Resultado de medições diretas 7. Resultado de medições indiretas 8.	Propagação de incertezas através de módulos 9. Controle de qualidade 10.	Planejamento experimental e experimento fatorial 11. Multivariáveis,Não informado
01,FGA0190 - PROJETO DE ELEMENTOS AUTOMOTIVOS,"RITA DE CASSIA SILVA (60h)
										
										
										ALESSANDRO BORGES DE SOUSA OLIVEIRA (30h)","246M34
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50",,15,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,PROJETO DE ELEMENTOS AUTOMOTIVOS,( ( FGA0179 ) ),-,FGA0189 (PROJETO DE ELEMENTOS AUTOMOTIVOS),Não,Sim,Não,Não,1,"1-Introdução ao projeto de elementos de máquinas2- Definições de projeto3- Metodologia ao dimensionamento de componentes4- Fatores de segurança e conabilidade5- Revisão de resistência dos materiais, fadiga e fratura6- Juntas de atrito, positivas e juntas roscadas7- Molas helicoidais8- Elementos de vedação9- Transmissão por elementos  exíveis10-Transmissão por engrenagens11- Eixos",Não informado
01,FGA0191 - MATERIAIS COMPOSTOS E PLÁSTICOS,"SANDRA MARIA DA LUZ (30h)
										
										
										EMMANUEL PACHECO ROCHA LIMA (30h)","35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,MATERIAIS COMPOSTOS E PLÁSTICOS,( ( FGA0075 E FGA0078 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"1- Polímeros: Introdução. Termoplásticos e Termorígidos. Blendas. Polimerização. Cristalinidade e Viscoelasticidade. Processamento de polímeros. Aditivos para polímeros. Polímeros de alto desempenho 2- Compósitos: Introdução. Classificação e propriedades do enchimento ou reforço. Classificação e propriedades de matrizes. Processos de obtenção de compósitos. Interface entre reforço e matriz. Compósitos avançados 3- Propriedades mecânicas e térmicas, e métodos de caracterização destrutiva e não destrutiva de polímeros e compósitos.",Não informado
01,FGA0194 - ARQUITETURA DE MOTORES DE COMBUSTÃO INTERNA,FABIO ALFAIA DA CUNHA (60h),"46T23
											


		

											Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,25,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,ARQUITETURA DE MOTORES DE COMBUSTÃO INTERNA,( ( ENM0068 OU FGA0076 ) ),-,"FGA0192 (MOTORES DE COMBUSTÃO INTERNA 1), FGA0193 (ARQUITETURA DE MOTORES DE COMBUSTÃO INTERNA)",Não,Sim,Não,Não,1,1- Desenvolvimento técnico e histórico dos motores 2- Motores alternativos de combustão interna 3- Ciclos térmicos 4- Parâmetros de projeto e operação dos motores alternativos 5- Termoquímica das misturas ar-combustível 6- Curvas características 7- Transferência de calor nos motores de combustão interna,Não informado
01,FGA0198 - PROJETO COM CIRCUITOS RECONFIGURAVEIS,DANIEL MAURICIO MUNOZ ARBOLEDA (60h),"35M12
											


		

											Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50",,35,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,PROJETO COM CIRCUITOS RECONFIGURAVEIS,( ( FGA0182 ) OU ( FGA0096 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Etapas do Projeto com Dispositivos Lógicos Programáveis, Comparação entre ASICs, FPGAs e Microprocessadores, Arquitetura Interna de um FPGA (Blocos Básicos, Estrutura de Roteamento), Simulação Funcional, Síntese Lógica para FPGAs, Algoritmos de Mapeamento e Roteamento, Conceito de Timming, Estimação de Desempenho, Uso de Blocos de Propriedade Intelectual, Co-projeto Hardware-Software, Conceitos de System on Chip, Projeto de Sistemas Embarcados com FPGAs, Tolerância a Falhas usando FPGAs, Reconfiguração Dinâmica Parcial.",Não informado
01,FGA0204 - DINÂMICA DOS FLUÍDOS,"AUGUSTO CESAR DE MENDONCA BRASIL (15h)
										
										
										LUCIANO GONCALVES NOLETO (60h)","26M34 4M3
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 10:55Sexta-feira 10:00 às 11:50",,25,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0204,DINÂMICA DOS FLUÍDOS,( ( ENM0080 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Hipótese de meio contínuo e cinemática dos fluidosLeis básicas do escoamento de fluidosEscoamento de fluidos viscososTeoria da camada limiteIntrodução à turbulência em fluidos.Introdução ao Escoamento Compressível.,Não informado
02,FGA0204 - DINÂMICA DOS FLUÍDOS,"AUGUSTO CESAR DE MENDONCA BRASIL (15h)
										
										
										LUCIANO GONCALVES NOLETO (60h)","26M34 4M4
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:55 às 11:50Sexta-feira 10:00 às 11:50",,25,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0204,DINÂMICA DOS FLUÍDOS,( ( ENM0080 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Hipótese de meio contínuo e cinemática dos fluidosLeis básicas do escoamento de fluidosEscoamento de fluidos viscososTeoria da camada limiteIntrodução à turbulência em fluidos.Introdução ao Escoamento Compressível.,Não informado
01,FGA0208 - ARQUITETURA E DESENHO DE SOFTWARE,MILENE SERRANO (60h),"26M34
											


		

											Segunda-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50",,70,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,ARQUITETURA E DESENHO DE SOFTWARE,( ( FGA0172 OU FGA0313 ) ),-,FGA0207 (DESENHO DE SOFTWARE),Não,Sim,Não,Não,1,- Contextualização para Desenho de Software.- Projeto/Desenho de Software Orientado a Objetos.- Padrões de Projeto (GRASP e GoF).- Contextualização para Arquitetura de Software.- Estilos Arquiteturais.- Padrões Arquiteturais.- Documentação de Arquitetura de Software.- Model Driven Architecture (MDA).- Framework.,Não informado
02,FGA0208 - ARQUITETURA E DESENHO DE SOFTWARE,MILENE SERRANO (60h),"26M12
											


		

											Segunda-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,80,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,ARQUITETURA E DESENHO DE SOFTWARE,( ( FGA0172 OU FGA0313 ) ),-,FGA0207 (DESENHO DE SOFTWARE),Não,Sim,Não,Não,1,- Contextualização para Desenho de Software.- Projeto/Desenho de Software Orientado a Objetos.- Padrões de Projeto (GRASP e GoF).- Contextualização para Arquitetura de Software.- Estilos Arquiteturais.- Padrões Arquiteturais.- Documentação de Arquitetura de Software.- Model Driven Architecture (MDA).- Framework.,Não informado
01,FGA0210 - PARADIGMAS DE PROGRAMAÇÃO,EDSON ALVES DA COSTA JUNIOR (60h),"35T6  35N1
											


		

											Terça-feira 18:00 às 19:50Quinta-feira 18:00 às 19:50",,130,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,PARADIGMAS DE PROGRAMAÇÃO,( ( FGA0158 E FGA0003 ) ),-,Nenhuma,Não,Sim,Não,Não,1,- Fundamentos de Linguagens de Programação- Definição e caracterização dos principais paradigmas de programação- Prática de programação com os principais paradigmas de programação,Não informado
01,FGA0211 - FUNDAMENTOS DE REDES DE COMPUTADORES,CLENIO EMIDIO DA FONSECA (60h),"26T45
											


		

											Segunda-feira 16:00 às 17:50Sexta-feira 16:00 às 17:50",,80,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0211,FUNDAMENTOS DE REDES DE COMPUTADORES,( ( FGA0170 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Introdução ás redes de computadoresCamadas de Aplicação, transporte e redeRedes MultimídiaSegurança em Redes de Computadores",Não informado
02,FGA0211 - FUNDAMENTOS DE REDES DE COMPUTADORES,CLENIO EMIDIO DA FONSECA (60h),"7M1234
											


		

											Sábado 08:00 às 11:50",,80,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0211,FUNDAMENTOS DE REDES DE COMPUTADORES,( ( FGA0170 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Introdução ás redes de computadoresCamadas de Aplicação, transporte e redeRedes MultimídiaSegurança em Redes de Computadores",Não informado
